id	category	name	description	provided_by
uuid:6a90e1ba-d73d-53cd-9eee-b82e35e73f98	biolink:AnatomicalEntity	Neuron in Cerebellum	Neuron in Cerebellum	KIBR; Stanford University
uuid:7169eaf8-8bd3-53ba-9468-99f198b79b61	biolink:AnatomicalEntity	Neuron in Cingulum Bundle	Neuron in Cingulum Bundle	KIBR; Stanford University
uuid:1b4aeaa8-c539-5e02-aa70-09e5236af750	biolink:AnatomicalEntity	Neuron in Corpus Callosum	Neuron in Corpus Callosum	KIBR; Stanford University
uuid:5f493425-6df7-5bec-866e-3bdcc9dba196	biolink:AnatomicalEntity	Neuron in Cuneus	Neuron in Cuneus	KIBR; Stanford University
uuid:6cba66f2-1ed4-5dcc-83ae-b696bf5ab9cd	biolink:AnatomicalEntity	Neuron in Dorsolateral Prefrontal Cortex	Neuron in Dorsolateral Prefrontal Cortex	KIBR; Stanford University
uuid:36eb7c16-7ba0-58f1-a950-d6b034d5a78d	biolink:AnatomicalEntity	Neuron in Entorhinal Cortex	Neuron in Entorhinal Cortex	KIBR; Stanford University
uuid:9e1d2d9f-bc17-5adc-a2ec-2600528c3f2e	biolink:AnatomicalEntity	Neuron in Fornix	Neuron in Fornix	KIBR; Stanford University
uuid:adb7a5fc-505f-521c-9a41-8006e671dbe5	biolink:AnatomicalEntity	Neuron in Fusiform Gyrus	Neuron in Fusiform Gyrus	KIBR; Stanford University
uuid:e19088b1-619f-5601-ba66-f50c6e7121dd	biolink:AnatomicalEntity	Neuron in Hippocampus and Entorhinal Cortex	Neuron in Hippocampus and Entorhinal Cortex	KIBR; Stanford University
uuid:d0c085a5-6da4-54d3-b39c-613f8a1ce10b	biolink:AnatomicalEntity	Neuron in Inferior Frontal Gyrus	Neuron in Inferior Frontal Gyrus	KIBR; Stanford University
uuid:91df99d1-2cb3-521b-9822-8dfcb0f940e2	biolink:AnatomicalEntity	Neuron in Inferior Parietal Lobule / Supramarginal Gyrus	Neuron in Inferior Parietal Lobule / Supramarginal Gyrus	KIBR; Stanford University
uuid:874066c9-e894-5738-9516-c5520313cc42	biolink:AnatomicalEntity	Neuron in Inferior Temporal Gyrus	Neuron in Inferior Temporal Gyrus	KIBR; Stanford University
uuid:3e21f2bc-bbc0-5903-b37b-dc828b755bba	biolink:AnatomicalEntity	Neuron in Insular Cortex	Neuron in Insular Cortex	KIBR; Stanford University
uuid:e427c2ac-63b2-5306-9695-cd2a8629ff41	biolink:AnatomicalEntity	Neuron in Lateral Occipital Cortex	Neuron in Lateral Occipital Cortex	KIBR; Stanford University
uuid:9eece975-4222-50a1-82ae-10e762a365c0	biolink:AnatomicalEntity	Neuron in Lateral Temporal Gyrus	Neuron in Lateral Temporal Gyrus	KIBR; Stanford University
uuid:6b4b6a17-8f8f-54fc-964f-5e5584ec80f9	biolink:AnatomicalEntity	Neuron in Leptomeninges	Neuron in Leptomeninges	KIBR; Stanford University
uuid:f4fedfa9-b882-5a4e-8642-48e83eb47299	biolink:AnatomicalEntity	Neuron in Lingual Gyrus	Neuron in Lingual Gyrus	KIBR; Stanford University
uuid:6062981c-fc65-5d9f-ae82-862104c3889e	biolink:AnatomicalEntity	Neuron in Midbrain	Neuron in Midbrain	KIBR; Stanford University
uuid:1102b635-a7c1-5f4f-a0ca-b2dc9c30e459	biolink:AnatomicalEntity	Neuron in Middle Cerebral Artery	Neuron in Middle Cerebral Artery	KIBR; Stanford University
uuid:b1a7457e-369e-5ccc-a4b7-945c6e150bc8	biolink:AnatomicalEntity	Neuron in Middle Temporal Gyrus	Neuron in Middle Temporal Gyrus	KIBR; Stanford University
uuid:c3ea968f-b566-5ae2-b83c-5429d3c5ea51	biolink:AnatomicalEntity	Neuron in Olfactory Bulb	Neuron in Olfactory Bulb	KIBR; Stanford University
uuid:35c52ba3-a814-5d97-ba9b-9508301c4a1f	biolink:AnatomicalEntity	Neuron in Orbitofrontal Cortex	Neuron in Orbitofrontal Cortex	KIBR; Stanford University
uuid:3cfd012d-2ee2-5ace-bbf5-a615a0365e2e	biolink:AnatomicalEntity	Neuron in Parahippocampal Gyrus	Neuron in Parahippocampal Gyrus	KIBR; Stanford University
uuid:12fe7d2c-dff0-5659-b0cf-b8fab2d52caa	biolink:AnatomicalEntity	Neuron in Periventricular White Matter	Neuron in Periventricular White Matter	KIBR; Stanford University
uuid:83de425c-18e5-5a74-9402-65a087e743d1	biolink:AnatomicalEntity	Neuron in Pons	Neuron in Pons	KIBR; Stanford University
uuid:e023e73e-9cf4-57f7-aee1-3994428de68c	biolink:AnatomicalEntity	Neuron in Posterior Cingulate Cortex	Neuron in Posterior Cingulate Cortex	KIBR; Stanford University
uuid:830b851f-b70c-5d9c-8682-92b564e96c7f	biolink:AnatomicalEntity	Neuron in Precuneus	Neuron in Precuneus	KIBR; Stanford University
uuid:2dfacc10-05a2-51e9-935b-354c38e1cd05	biolink:AnatomicalEntity	Neuron in Spinal Cord	Neuron in Spinal Cord	KIBR; Stanford University
uuid:311c3fb1-7e12-5897-b912-e96bf2f1a40f	biolink:AnatomicalEntity	Neuron in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	Neuron in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	KIBR; Stanford University
uuid:f002e267-aefd-55b1-a112-04af182bd8fc	biolink:AnatomicalEntity	Neuron in Superior Parietal Lobule	Neuron in Superior Parietal Lobule	KIBR; Stanford University
uuid:1104ac22-b5a1-5435-85e0-e9fa23a3122a	biolink:AnatomicalEntity	Neuron in Superior Temporal Gyrus	Neuron in Superior Temporal Gyrus	KIBR; Stanford University
uuid:91a64b6d-00b2-558b-bfab-e4d0021a2ed6	biolink:AnatomicalEntity	Neuron in Supramarginal Gyrus	Neuron in Supramarginal Gyrus	KIBR; Stanford University
uuid:adab6112-1981-51bf-890a-f76d8f25881d	biolink:AnatomicalEntity	Neuron in Thalamus	Neuron in Thalamus	KIBR; Stanford University
uuid:6f49b91f-0f49-55a2-8b4f-4e132270eb8c	biolink:AnatomicalEntity	Neuron in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	Neuron in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	KIBR; Stanford University
uuid:e7781cbf-7165-5a87-a906-2675ae878075	biolink:AnatomicalEntity	Neuron in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	Neuron in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	KIBR; Stanford University
uuid:80ef56cd-0779-511c-9303-7da9dabaa07e	biolink:AnatomicalEntity	Neuron in White Matter Watershed Area supplied by the Anterior Cerebral Artery	Neuron in White Matter Watershed Area supplied by the Anterior Cerebral Artery	KIBR; Stanford University
uuid:baf3dd0d-2f97-5e75-8cfe-baac6445eb1f	biolink:AnatomicalEntity	Oligodendrocyte in Amygdala	Oligodendrocyte in Amygdala	KIBR; Stanford University
uuid:a6be93c5-03d5-5542-a58b-629bacc57a67	biolink:AnatomicalEntity	Oligodendrocyte in Anterior Cerebral Artery	Oligodendrocyte in Anterior Cerebral Artery	KIBR; Stanford University
uuid:31c08101-5439-5583-834e-c7093ccfd8f6	biolink:AnatomicalEntity	Oligodendrocyte in Anterior Cingulate Cortex	Oligodendrocyte in Anterior Cingulate Cortex	KIBR; Stanford University
uuid:1410a756-bc13-5688-8230-57488c3607fe	biolink:AnatomicalEntity	Oligodendrocyte in Basilar Artery / Circle of Willis	Oligodendrocyte in Basilar Artery / Circle of Willis	KIBR; Stanford University
uuid:52bf3d3a-18ad-55df-8b4a-6a71a90eadcf	biolink:AnatomicalEntity	Oligodendrocyte in Caudate and Putamen	Oligodendrocyte in Caudate and Putamen	KIBR; Stanford University
uuid:04dd1d4a-1e83-5e7f-85d7-63e0d7b89a0d	biolink:AnatomicalEntity	Oligodendrocyte in Cerebellum	Oligodendrocyte in Cerebellum	KIBR; Stanford University
uuid:37ad2926-5d98-5c67-95e4-6aab38f75cd5	biolink:AnatomicalEntity	Oligodendrocyte in Cingulum Bundle	Oligodendrocyte in Cingulum Bundle	KIBR; Stanford University
uuid:5a0f5036-9d05-5602-abe6-41a7dff8fddf	biolink:AnatomicalEntity	Oligodendrocyte in Corpus Callosum	Oligodendrocyte in Corpus Callosum	KIBR; Stanford University
uuid:338a51c6-efc4-5202-897f-1426b99f776c	biolink:AnatomicalEntity	Oligodendrocyte in Cuneus	Oligodendrocyte in Cuneus	KIBR; Stanford University
uuid:595fe47d-1936-5ea1-b89f-11c7efc95eb1	biolink:AnatomicalEntity	Oligodendrocyte in Dorsolateral Prefrontal Cortex	Oligodendrocyte in Dorsolateral Prefrontal Cortex	KIBR; Stanford University
uuid:e2cb1a52-4553-5e96-b6cf-9348d87d66bb	biolink:AnatomicalEntity	Oligodendrocyte in Entorhinal Cortex	Oligodendrocyte in Entorhinal Cortex	KIBR; Stanford University
uuid:10249a5d-dd04-5695-938f-a2ea1c514e58	biolink:AnatomicalEntity	Oligodendrocyte in Fornix	Oligodendrocyte in Fornix	KIBR; Stanford University
uuid:e4e391bd-e7e4-566f-a0cf-a8aa9c819e18	biolink:AnatomicalEntity	Oligodendrocyte in Fusiform Gyrus	Oligodendrocyte in Fusiform Gyrus	KIBR; Stanford University
uuid:e9ffe054-8b6b-5bf9-90e2-4cc6692aaf3c	biolink:AnatomicalEntity	Oligodendrocyte in Hippocampus and Entorhinal Cortex	Oligodendrocyte in Hippocampus and Entorhinal Cortex	KIBR; Stanford University
uuid:0c56f34b-5bfe-5993-9d61-7f765d15b45b	biolink:AnatomicalEntity	Oligodendrocyte in Inferior Frontal Gyrus	Oligodendrocyte in Inferior Frontal Gyrus	KIBR; Stanford University
uuid:abf72cc1-5ad9-56a9-ab3a-2b59148d3e87	biolink:AnatomicalEntity	Oligodendrocyte in Inferior Parietal Lobule / Supramarginal Gyrus	Oligodendrocyte in Inferior Parietal Lobule / Supramarginal Gyrus	KIBR; Stanford University
uuid:f25f5f0c-3479-55a4-8f60-2768635d5b67	biolink:AnatomicalEntity	Oligodendrocyte in Inferior Temporal Gyrus	Oligodendrocyte in Inferior Temporal Gyrus	KIBR; Stanford University
uuid:40fa38c6-8fa5-505e-aa1c-b47bed87004a	biolink:AnatomicalEntity	Oligodendrocyte in Insular Cortex	Oligodendrocyte in Insular Cortex	KIBR; Stanford University
uuid:d61a51ff-580c-5b9d-b902-dcb9439a98b7	biolink:AnatomicalEntity	Oligodendrocyte in Lateral Occipital Cortex	Oligodendrocyte in Lateral Occipital Cortex	KIBR; Stanford University
uuid:5406c917-cfbb-5fa9-9c46-e8b185d058ac	biolink:AnatomicalEntity	Oligodendrocyte in Lateral Temporal Gyrus	Oligodendrocyte in Lateral Temporal Gyrus	KIBR; Stanford University
uuid:fc82071a-348b-555b-a1a7-d3db02df5048	biolink:AnatomicalEntity	Oligodendrocyte in Leptomeninges	Oligodendrocyte in Leptomeninges	KIBR; Stanford University
uuid:4ca756b8-afa7-5f72-bfad-ea94d00ecd15	biolink:AnatomicalEntity	Oligodendrocyte in Lingual Gyrus	Oligodendrocyte in Lingual Gyrus	KIBR; Stanford University
uuid:1b560fad-92c0-5c79-95b4-619b97174cf6	biolink:AnatomicalEntity	Oligodendrocyte in Midbrain	Oligodendrocyte in Midbrain	KIBR; Stanford University
uuid:bf6392c8-ea1a-5bae-82b0-a216da18c2bc	biolink:AnatomicalEntity	Oligodendrocyte in Middle Cerebral Artery	Oligodendrocyte in Middle Cerebral Artery	KIBR; Stanford University
uuid:6b56fed4-6939-5bad-9e58-c305b9cdb1f7	biolink:AnatomicalEntity	Oligodendrocyte in Middle Temporal Gyrus	Oligodendrocyte in Middle Temporal Gyrus	KIBR; Stanford University
uuid:e2881616-28c2-5c4c-8016-d3bc1f2ccd65	biolink:AnatomicalEntity	Oligodendrocyte in Olfactory Bulb	Oligodendrocyte in Olfactory Bulb	KIBR; Stanford University
uuid:b8243ea0-01ff-571c-ab07-8ac4d6da66e4	biolink:AnatomicalEntity	Oligodendrocyte in Orbitofrontal Cortex	Oligodendrocyte in Orbitofrontal Cortex	KIBR; Stanford University
uuid:4145a32a-7e2d-5390-88ca-9a0d9d646ad8	biolink:AnatomicalEntity	Oligodendrocyte in Parahippocampal Gyrus	Oligodendrocyte in Parahippocampal Gyrus	KIBR; Stanford University
uuid:910d1b4b-da4a-53ce-b273-09f7bb4a4c87	biolink:AnatomicalEntity	Oligodendrocyte in Periventricular White Matter	Oligodendrocyte in Periventricular White Matter	KIBR; Stanford University
uuid:150f656e-33ff-54c6-9f0f-b7c0c1473910	biolink:AnatomicalEntity	Oligodendrocyte in Pons	Oligodendrocyte in Pons	KIBR; Stanford University
uuid:e4c54434-3da5-561d-9fbd-5ab247f3a0c7	biolink:AnatomicalEntity	Oligodendrocyte in Posterior Cingulate Cortex	Oligodendrocyte in Posterior Cingulate Cortex	KIBR; Stanford University
uuid:2b1c949f-1f05-52cf-a187-84675d20c7ab	biolink:AnatomicalEntity	Oligodendrocyte in Precuneus	Oligodendrocyte in Precuneus	KIBR; Stanford University
uuid:c98b4e17-4084-57e4-9792-2af2f04e978f	biolink:AnatomicalEntity	Oligodendrocyte in Spinal Cord	Oligodendrocyte in Spinal Cord	KIBR; Stanford University
uuid:4b897d2b-c159-5e92-944c-61c66ba9f2ad	biolink:AnatomicalEntity	Oligodendrocyte in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	Oligodendrocyte in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	KIBR; Stanford University
uuid:ed5da528-5240-5864-9ec1-30b3baae4e53	biolink:AnatomicalEntity	Oligodendrocyte in Superior Parietal Lobule	Oligodendrocyte in Superior Parietal Lobule	KIBR; Stanford University
uuid:11c45588-ab29-56cf-82e0-c4b806e0b9e5	biolink:AnatomicalEntity	Oligodendrocyte in Superior Temporal Gyrus	Oligodendrocyte in Superior Temporal Gyrus	KIBR; Stanford University
uuid:d8244d93-865f-5628-a866-b81443051068	biolink:AnatomicalEntity	Oligodendrocyte in Supramarginal Gyrus	Oligodendrocyte in Supramarginal Gyrus	KIBR; Stanford University
uuid:1e8388b4-28d8-5164-b057-ee254c06cb96	biolink:AnatomicalEntity	Oligodendrocyte in Thalamus	Oligodendrocyte in Thalamus	KIBR; Stanford University
uuid:a61783ed-be8f-551b-9d7b-d35c2013a738	biolink:AnatomicalEntity	Oligodendrocyte in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	Oligodendrocyte in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	KIBR; Stanford University
uuid:13f0502b-cd40-57d6-9e3a-8a22a7e5134d	biolink:AnatomicalEntity	Oligodendrocyte in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	Oligodendrocyte in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	KIBR; Stanford University
uuid:309bcc4b-1756-5313-a537-229fa069b6c9	biolink:AnatomicalEntity	Oligodendrocyte in White Matter Watershed Area supplied by the Anterior Cerebral Artery	Oligodendrocyte in White Matter Watershed Area supplied by the Anterior Cerebral Artery	KIBR; Stanford University
uuid:a1caafae-c04a-5a1b-afa4-c6bfddad1074	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Amygdala	Oligodendrocyte Precursor Cell in Amygdala	KIBR; Stanford University
uuid:2da9f6ee-24b0-5962-877d-2e9680f58ccb	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Anterior Cerebral Artery	Oligodendrocyte Precursor Cell in Anterior Cerebral Artery	KIBR; Stanford University
uuid:41560ea7-0ce3-56d8-b9a2-4d573ba54628	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Anterior Cingulate Cortex	Oligodendrocyte Precursor Cell in Anterior Cingulate Cortex	KIBR; Stanford University
uuid:678da1e1-b9a3-5d96-ba7d-ddc7e0454575	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Basilar Artery / Circle of Willis	Oligodendrocyte Precursor Cell in Basilar Artery / Circle of Willis	KIBR; Stanford University
uuid:56372ba5-645e-5db0-af79-9ff13aa65706	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Caudate and Putamen	Oligodendrocyte Precursor Cell in Caudate and Putamen	KIBR; Stanford University
uuid:0a0deb8c-7286-5c20-b060-ba5cbddbff07	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Cerebellum	Oligodendrocyte Precursor Cell in Cerebellum	KIBR; Stanford University
uuid:f0f5a833-800c-5d02-9e32-8a565777a2ca	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Cingulum Bundle	Oligodendrocyte Precursor Cell in Cingulum Bundle	KIBR; Stanford University
uuid:aac45d6a-7b64-5b5a-a1d0-e0c8a52fd7b4	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Corpus Callosum	Oligodendrocyte Precursor Cell in Corpus Callosum	KIBR; Stanford University
uuid:8325f45c-eea5-5c5e-a681-932d4d0582b8	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Cuneus	Oligodendrocyte Precursor Cell in Cuneus	KIBR; Stanford University
uuid:cd7ebf90-5643-5833-ba6b-a75508f5dcf4	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Dorsolateral Prefrontal Cortex	Oligodendrocyte Precursor Cell in Dorsolateral Prefrontal Cortex	KIBR; Stanford University
uuid:dd3afa4e-2e33-5d18-9727-4f3f8ed05634	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Entorhinal Cortex	Oligodendrocyte Precursor Cell in Entorhinal Cortex	KIBR; Stanford University
uuid:4b62620e-19ad-51c8-8566-0892c6b76f79	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Fornix	Oligodendrocyte Precursor Cell in Fornix	KIBR; Stanford University
uuid:b9205441-7ff9-5418-8637-f97572176419	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Fusiform Gyrus	Oligodendrocyte Precursor Cell in Fusiform Gyrus	KIBR; Stanford University
uuid:5e5f58b5-2c37-5074-a958-0739721ae7ee	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Hippocampus and Entorhinal Cortex	Oligodendrocyte Precursor Cell in Hippocampus and Entorhinal Cortex	KIBR; Stanford University
uuid:c780ed84-1038-5564-8f61-f44ec173f6b6	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Inferior Frontal Gyrus	Oligodendrocyte Precursor Cell in Inferior Frontal Gyrus	KIBR; Stanford University
uuid:8ed94ea3-9666-54bd-b06e-4f43415d2061	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Inferior Parietal Lobule / Supramarginal Gyrus	Oligodendrocyte Precursor Cell in Inferior Parietal Lobule / Supramarginal Gyrus	KIBR; Stanford University
uuid:3780717d-a2cb-5118-af81-27877fed0ebc	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Inferior Temporal Gyrus	Oligodendrocyte Precursor Cell in Inferior Temporal Gyrus	KIBR; Stanford University
uuid:88877771-7fc0-5bdf-8698-f4a7030434ff	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Insular Cortex	Oligodendrocyte Precursor Cell in Insular Cortex	KIBR; Stanford University
uuid:7093e5dc-9b2c-52b1-bfac-29e0f2bff5af	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Lateral Occipital Cortex	Oligodendrocyte Precursor Cell in Lateral Occipital Cortex	KIBR; Stanford University
uuid:732c35e3-9209-56ed-b67f-706f1380e7f2	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Lateral Temporal Gyrus	Oligodendrocyte Precursor Cell in Lateral Temporal Gyrus	KIBR; Stanford University
uuid:652bb59f-615c-58af-b023-f535fed5a875	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Leptomeninges	Oligodendrocyte Precursor Cell in Leptomeninges	KIBR; Stanford University
uuid:edd9b8fb-57a9-5ffd-9287-b7565dbcee4d	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Lingual Gyrus	Oligodendrocyte Precursor Cell in Lingual Gyrus	KIBR; Stanford University
uuid:d7eb0cf6-b19f-569f-b9e9-f43110e4df07	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Midbrain	Oligodendrocyte Precursor Cell in Midbrain	KIBR; Stanford University
uuid:d0fae671-83c4-584c-a7f1-ec225ab7dea8	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Middle Cerebral Artery	Oligodendrocyte Precursor Cell in Middle Cerebral Artery	KIBR; Stanford University
uuid:421669cf-a547-5899-b3b1-4e055d875077	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Middle Temporal Gyrus	Oligodendrocyte Precursor Cell in Middle Temporal Gyrus	KIBR; Stanford University
uuid:a9a91e79-08d3-5eb2-b773-3d77525b9f72	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Olfactory Bulb	Oligodendrocyte Precursor Cell in Olfactory Bulb	KIBR; Stanford University
uuid:3ff56e73-bac1-5c7f-9cfe-b91f4ed0c3a4	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Orbitofrontal Cortex	Oligodendrocyte Precursor Cell in Orbitofrontal Cortex	KIBR; Stanford University
uuid:dcd6919e-6082-59b4-b3c1-14d35e8cb66b	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Parahippocampal Gyrus	Oligodendrocyte Precursor Cell in Parahippocampal Gyrus	KIBR; Stanford University
uuid:5aaae22b-d3db-5a4a-b000-70dce0fb9d69	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Periventricular White Matter	Oligodendrocyte Precursor Cell in Periventricular White Matter	KIBR; Stanford University
uuid:1b161724-4cc2-54dd-8b64-64095412c3e5	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Pons	Oligodendrocyte Precursor Cell in Pons	KIBR; Stanford University
uuid:ccb2d4e1-7edc-5889-8766-4b3c08e1bd0e	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Posterior Cingulate Cortex	Oligodendrocyte Precursor Cell in Posterior Cingulate Cortex	KIBR; Stanford University
uuid:a3506364-6cbb-56c8-9b72-fcf2d1ca0310	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Precuneus	Oligodendrocyte Precursor Cell in Precuneus	KIBR; Stanford University
uuid:65a7fa33-b23a-59dd-a830-12eaaf73a555	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Spinal Cord	Oligodendrocyte Precursor Cell in Spinal Cord	KIBR; Stanford University
uuid:9dad82de-4f2f-5f65-8cd9-8bf08f79327b	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	Oligodendrocyte Precursor Cell in Superior Frontal Gyrus / Rostromedial Prefrontal Cortex	KIBR; Stanford University
uuid:aa22787d-78f3-5e4c-9a6a-5d8579f03585	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Superior Parietal Lobule	Oligodendrocyte Precursor Cell in Superior Parietal Lobule	KIBR; Stanford University
uuid:9fe427a7-6b51-59a8-8f3a-b95b2723b7d0	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Superior Temporal Gyrus	Oligodendrocyte Precursor Cell in Superior Temporal Gyrus	KIBR; Stanford University
uuid:4072acde-cb3d-5e1d-90f8-0f7adb2615a4	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Supramarginal Gyrus	Oligodendrocyte Precursor Cell in Supramarginal Gyrus	KIBR; Stanford University
uuid:f0434103-9826-5bee-a434-31efe4774d7d	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Thalamus	Oligodendrocyte Precursor Cell in Thalamus	KIBR; Stanford University
uuid:e5448495-8a82-5c3a-8f36-44f46b21b16c	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	Oligodendrocyte Precursor Cell in Watershed Area: Anterior Cerebral Artery - Middle Cerebral Artery border zone	KIBR; Stanford University
uuid:873614c6-6b5f-58eb-b8e9-00e6f811d2d1	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	Oligodendrocyte Precursor Cell in Watershed Area: Middle Cerebral Artery - Posterior Cerebral Artery border zone	KIBR; Stanford University
uuid:89c7f8e1-1ecc-5f36-b350-c15933972549	biolink:AnatomicalEntity	Oligodendrocyte Precursor Cell in White Matter Watershed Area supplied by the Anterior Cerebral Artery	Oligodendrocyte Precursor Cell in White Matter Watershed Area supplied by the Anterior Cerebral Artery	KIBR; Stanford University
